#Name,n_Name,JD,Band,l_mag,mag,e_mag,Source
T CrB,e,2431119.90300,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431141.81800,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431171.03800,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431181.99500,V,,9.900,0.15,AAVSO-0.01y average
T CrB,e,2431192.95300,V,,9.700,0.15,AAVSO-0.01y average
T CrB,e,2431196.60500,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431203.91000,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431222.17300,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431236.78300,V,,10.000,0.15,AAVSO-0.01y average
T CrB,e,2431247.74000,V,,10.200,0.15,AAVSO-0.01y average
T CrB,e,2431255.04500,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431258.69800,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431276.96000,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431291.57000,V,,9.700,0.15,AAVSO-0.01y average
T CrB,e,2431306.18000,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431313.48500,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431324.44300,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431335.40000,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431350.01000,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431353.66300,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431364.62000,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431375.57800,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431379.23000,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431386.53500,V,,9.700,0.15,AAVSO-0.01y average
T CrB,e,2431397.49300,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431503.41500,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431528.98300,V,,9.800,0.15,AAVSO-0.01y average
T CrB,e,2431543.59300,V,,10.000,0.15,AAVSO-0.01y average
T CrB,e,2431550.89800,V,,10.000,0.15,AAVSO-0.01y average
T CrB,e,2431572.81300,V,,9.900,0.15,AAVSO-0.01y average
T CrB,e,2431580.11800,V,,10.200,0.15,AAVSO-0.01y average
T CrB,e,2431587.42300,V,,10.500,0.15,AAVSO-0.01y average
T CrB,e,2431594.72800,V,,10.700,0.15,AAVSO-0.01y average
T CrB,e,2431602.03300,V,,10.800,0.15,AAVSO-0.01y average
T CrB,e,2431605.68500,V,,10.700,0.15,AAVSO-0.01y average
T CrB,e,2431609.33800,V,,10.500,0.15,AAVSO-0.01y average
T CrB,e,2431612.99000,V,,10.600,0.15,AAVSO-0.01y average
T CrB,e,2431620.29500,V,,10.500,0.15,AAVSO-0.01y average
T CrB,e,2431631.25300,V,,10.500,0.15,AAVSO-0.01y average
T CrB,e,2431638.55800,V,,10.350,0.15,AAVSO-0.01y average
T CrB,e,2431642.21000,V,,10.300,0.15,AAVSO-0.01y average
T CrB,e,2431645.86300,V,,10.400,0.15,AAVSO-0.01y average
T CrB,e,2431653.16800,V,,10.000,0.15,AAVSO-0.01y average
T CrB,e,2431664.12500,V,,10.200,0.15,AAVSO-0.01y average
T CrB,e,2431671.43000,V,,10.200,0.15,AAVSO-0.01y average
T CrB,e,2431678.73500,V,,10.300,0.15,AAVSO-0.01y average
T CrB,e,2431693.34500,V,,10.000,0.15,AAVSO-0.01y average
T CrB,e,2431696.99800,V,,9.900,0.15,AAVSO-0.01y average
T CrB,e,2431704.30300,V,,10.500,0.15,AAVSO-0.01y average
T CrB,e,2431729.87000,V,,10.200,0.15,AAVSO-0.01y average
T CrB,e,2431733.52300,V,,10.200,0.15,AAVSO-0.01y average
T CrB,e,2431740.82800,V,,10.000,0.15,AAVSO-0.01y average
T CrB,e,2431755.43800,V,,10.000,0.15,AAVSO-0.01y average
T CrB,e,2431759.09000,V,,10.200,0.15,AAVSO-0.01y average
T CrB,e,2431762.74300,V,,10.200,0.15,AAVSO-0.01y average
T CrB,e,2431770.04800,V,,10.000,0.15,AAVSO-0.01y average
T CrB,e,2431784.65800,V,,10.000,0.15,AAVSO-0.01y average
T CrB,e,2431795.61500,V,,10.000,0.15,AAVSO-0.01y average
T CrB,e,2431825.90000,V,,10.000,0.15,AAVSO
T CrB,e,2431853.90000,V,,9.900,0.15,AAVSO
T CrB,e,2431856.00000,V,,5.100,0.15,AAVSO
T CrB,e,2431861.70000,V,,3.900,0.15,AAVSO
T CrB,e,2431861.80000,V,,3.400,0.15,AAVSO
T CrB,e,2431861.90000,V,,3.700,0.15,AAVSO
T CrB,e,2431862.00000,V,,3.300,0.15,AAVSO
T CrB,e,2431862.70000,V,,3.500,0.15,AAVSO
T CrB,e,2431862.77800,V,,3.400,0.15,AAVSO
T CrB,e,2431862.79500,V,,3.500,0.15,AAVSO
T CrB,e,2431862.80000,V,,3.800,0.15,AAVSO
T CrB,e,2431862.80000,V,,4.000,0.15,AAVSO
